record_type,record_type_display_name,subrecords,subrecord_display_names,field,field_display_name,required
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,relationship_uri,Relationship Uri,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,specific_relator,Specific Relator,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,description,Description,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,relator,Relator,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,ref,Ref,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_label,Date Label,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_certainty,Date Certainty,n
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_era,Date Era,n
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_calendar,Date Calendar,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_expression,Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,relationship_uri,Relationship Uri,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,specific_relator,Specific Relator,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,description,Description,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,relator,Relator,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,ref,Ref,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_label,Date Label,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_certainty,Date Certainty,n
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_era,Date Era,n
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_calendar,Date Calendar,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_expression,Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,relationship_uri,Relationship Uri,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,specific_relator,Specific Relator,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,description,Description,n
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,relator,Relator,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents,Related Agents,ref,Ref,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_label,Date Label,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_certainty,Date Certainty,n
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_era,Date Era,n
agent_corporate_entity,Corporate Entity,related_agents/dates,Related Agents/Dates,date_calendar,Date Calendar,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_expression,Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_single,Related Agents/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_corporate_entity,Corporate Entity,related_agents/dates/structured_date_range,Related Agents/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_family,Family,"","",agent_type,"{""agent_family"" => ""Family"", ""agent_person"" => ""Person"", ""agent_corporate_entity"" => ""Corporate Entity"", ""agent_software"" => ""Software""}",n
agent_family,Family,"","",publish,Publish,n
agent_family,Family,"","",slug,Slug,n
agent_family,Family,"","",is_slug_auto,Automatically Generate Slug?,n
agent_family,Family,agent_contacts,Contact Details,name,Agent Name,if optional subrecord populated
agent_family,Family,agent_contacts,Contact Details,salutation,Salutation,n
agent_family,Family,agent_contacts,Contact Details,address_1,Address 1,n
agent_family,Family,agent_contacts,Contact Details,address_2,Address 2,n
agent_family,Family,agent_contacts,Contact Details,address_3,Address 3,n
agent_family,Family,agent_contacts,Contact Details,city,City,n
agent_family,Family,agent_contacts,Contact Details,region,Region,n
agent_family,Family,agent_contacts,Contact Details,country,Country,n
agent_family,Family,agent_contacts,Contact Details,post_code,Post Code,n
agent_family,Family,agent_contacts,Contact Details,email,Email,n
agent_family,Family,agent_contacts,Contact Details,email_signature,Email Signature,n
agent_family,Family,agent_contacts,Contact Details,is_representative,Is Representative,n
agent_family,Family,agent_contacts/telephones,Contact Details/Telephone Numbers,number,Number,n
agent_family,Family,agent_contacts/telephones,Contact Details/Telephone Numbers,ext,Ext,n
agent_family,Family,agent_contacts/telephones,Contact Details/Telephone Numbers,number_type,Number Type,n
agent_family,Family,agent_contacts/notes,Contact Details/Notes,label,Label,n
agent_family,Family,agent_contacts/notes,Contact Details/Notes,publish,Publish,n
agent_family,Family,agent_contacts/notes,Contact Details/Notes,persistent_id,Persistent Id,n
agent_family,Family,agent_contacts/notes,Contact Details/Notes,ingest_problem,Ingest Problem,n
agent_family,Family,agent_contacts/notes,Contact Details/Notes,date_of_contact,Date Of Contact,if optional subrecord populated
agent_family,Family,agent_contacts/notes,Contact Details/Notes,contact_notes,Contact Notes,if optional subrecord populated
agent_family,Family,agent_contacts/notes,Contact Details/Notes,title,Title,n
agent_family,Family,agent_contacts/notes,Contact Details/Notes,publish,Publish,n
agent_family,Family,agent_contacts/notes,Contact Details/Notes,items,Items,n
agent_family,Family,agent_record_controls,Agent Record Controls,maintenance_status,Maintenance Status,if optional subrecord populated
agent_family,Family,agent_record_controls,Agent Record Controls,publication_status,Publication Status,n
agent_family,Family,agent_record_controls,Agent Record Controls,romanization,Romanization,n
agent_family,Family,agent_record_controls,Agent Record Controls,government_agency_type,Government Agency Type,n
agent_family,Family,agent_record_controls,Agent Record Controls,reference_evaluation,Reference Evaluation,n
agent_family,Family,agent_record_controls,Agent Record Controls,name_type,Name Type,n
agent_family,Family,agent_record_controls,Agent Record Controls,level_of_detail,Level Of Detail,n
agent_family,Family,agent_record_controls,Agent Record Controls,modified_record,Modified Record,n
agent_family,Family,agent_record_controls,Agent Record Controls,cataloging_source,Cataloging Source,n
agent_family,Family,agent_record_controls,Agent Record Controls,language,Language,n
agent_family,Family,agent_record_controls,Agent Record Controls,script,Script,n
agent_family,Family,agent_record_controls,Agent Record Controls,language_note,Language Note,n
agent_family,Family,agent_record_controls,Agent Record Controls,maintenance_agency,Maintenance Agency,n
agent_family,Family,agent_record_controls,Agent Record Controls,agency_name,Agency Name,n
agent_family,Family,agent_record_controls,Agent Record Controls,maintenance_agency_note,Maintenance Agency Note,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,set_component,Set Component,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,descriptive_note,Descriptive Note,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,file_uri,File Uri,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,xlink_title_attribute,Xlink Title Attribute,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,xlink_role_attribute,Xlink Role Attribute,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
agent_family,Family,agent_alternate_sets,Agent Alternate Sets,last_verified_date,Last Verified Date,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,name_rule,Name Rule,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,citation,Citation,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,descriptive_note,Descriptive Note,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,file_uri,File Uri,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,xlink_title_attribute,Xlink Title Attribute,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,xlink_role_attribute,Xlink Role Attribute,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
agent_family,Family,agent_conventions_declarations,Agent Conventions Declarations,last_verified_date,Last Verified Date,n
agent_family,Family,agent_other_agency_codes,Agent Other Agency Codes,agency_code_type,Agency Code Type,n
agent_family,Family,agent_other_agency_codes,Agent Other Agency Codes,maintenance_agency,Maintenance Agency,if optional subrecord populated
agent_family,Family,agent_maintenance_histories,Agent Maintenance Histories,maintenance_event_type,Maintenance Event Type,if optional subrecord populated
agent_family,Family,agent_maintenance_histories,Agent Maintenance Histories,maintenance_agent_type,Maintenance Agent Type,if optional subrecord populated
agent_family,Family,agent_maintenance_histories,Agent Maintenance Histories,event_date,Event Date,if optional subrecord populated
agent_family,Family,agent_maintenance_histories,Agent Maintenance Histories,agent,Agent,if optional subrecord populated
agent_family,Family,agent_maintenance_histories,Agent Maintenance Histories,descriptive_note,Descriptive Note,n
agent_family,Family,agent_record_identifiers,Agent Record Identifiers,primary_identifier,Primary Identifier,if optional subrecord populated
agent_family,Family,agent_record_identifiers,Agent Record Identifiers,record_identifier,Record Identifier,if optional subrecord populated
agent_family,Family,agent_record_identifiers,Agent Record Identifiers,source,Source,if optional subrecord populated
agent_family,Family,agent_record_identifiers,Agent Record Identifiers,identifier_type,Identifier Type,n
agent_family,Family,agent_identifiers,Agent Identifiers,entity_identifier,Entity Identifier,if optional subrecord populated
agent_family,Family,agent_identifiers,Agent Identifiers,identifier_type,Identifier Type,n
agent_family,Family,agent_sources,Agent Sources,source_entry,Source Entry,n
agent_family,Family,agent_sources,Agent Sources,descriptive_note,Descriptive Note,n
agent_family,Family,agent_sources,Agent Sources,file_uri,File Uri,n
agent_family,Family,agent_sources,Agent Sources,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
agent_family,Family,agent_sources,Agent Sources,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
agent_family,Family,agent_sources,Agent Sources,xlink_title_attribute,Xlink Title Attribute,n
agent_family,Family,agent_sources,Agent Sources,xlink_role_attribute,Xlink Role Attribute,n
agent_family,Family,agent_sources,Agent Sources,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
agent_family,Family,agent_sources,Agent Sources,last_verified_date,Last Verified Date,n
agent_family,Family,agent_places,Agent Places,publish,Publish,n
agent_family,Family,agent_places,Agent Places,place_role,Place Role,n
agent_family,Family,agent_places,Agent Places,subjects,Subjects,n
agent_family,Family,agent_places/dates,Agent Places/Dates,date_label,Date Label,if optional subrecord populated
agent_family,Family,agent_places/dates,Agent Places/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_family,Family,agent_places/dates,Agent Places/Dates,date_certainty,Date Certainty,n
agent_family,Family,agent_places/dates,Agent Places/Dates,date_era,Date Era,n
agent_family,Family,agent_places/dates,Agent Places/Dates,date_calendar,Date Calendar,n
agent_family,Family,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_family,Family,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_expression,Date Expression,n
agent_family,Family,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_family,Family,agent_places/dates/structured_date_single,Agent Places/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_family,Family,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_family,Family,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_family,Family,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_family,Family,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_family,Family,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_family,Family,agent_places/dates/structured_date_range,Agent Places/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_family,Family,agent_places/notes,Agent Places/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_places/notes,Agent Places/Notes,publish,Publish,n
agent_family,Family,agent_places/notes,Agent Places/Notes,label,Label,n
agent_family,Family,agent_places/notes,Agent Places/Notes,publish,Publish,n
agent_family,Family,agent_places/notes,Agent Places/Notes,persistent_id,Persistent Id,n
agent_family,Family,agent_places/notes,Agent Places/Notes,ingest_problem,Ingest Problem,n
agent_family,Family,agent_places/notes,Agent Places/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_places/notes,Agent Places/Notes,xlink,Xlink,n
agent_family,Family,agent_occupations,Agent Occupations,publish,Publish,n
agent_family,Family,agent_occupations,Agent Occupations,subjects,Subjects,n
agent_family,Family,agent_occupations,Agent Occupations,places,Places,n
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,publish,Publish,n
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,label,Label,n
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,publish,Publish,n
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,persistent_id,Persistent Id,n
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,ingest_problem,Ingest Problem,n
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_occupations/notes,Agent Occupations/Notes,xlink,Xlink,n
agent_family,Family,agent_occupations/dates,Agent Occupations/Dates,date_label,Date Label,if optional subrecord populated
agent_family,Family,agent_occupations/dates,Agent Occupations/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_family,Family,agent_occupations/dates,Agent Occupations/Dates,date_certainty,Date Certainty,n
agent_family,Family,agent_occupations/dates,Agent Occupations/Dates,date_era,Date Era,n
agent_family,Family,agent_occupations/dates,Agent Occupations/Dates,date_calendar,Date Calendar,n
agent_family,Family,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_family,Family,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_expression,Date Expression,n
agent_family,Family,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_family,Family,agent_occupations/dates/structured_date_single,Agent Occupations/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_family,Family,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_family,Family,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_family,Family,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_family,Family,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_family,Family,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_family,Family,agent_occupations/dates/structured_date_range,Agent Occupations/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_family,Family,agent_functions,Agent Functions,publish,Publish,n
agent_family,Family,agent_functions,Agent Functions,subjects,Subjects,n
agent_family,Family,agent_functions,Agent Functions,places,Places,n
agent_family,Family,agent_functions/notes,Agent Functions/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_functions/notes,Agent Functions/Notes,publish,Publish,n
agent_family,Family,agent_functions/notes,Agent Functions/Notes,label,Label,n
agent_family,Family,agent_functions/notes,Agent Functions/Notes,publish,Publish,n
agent_family,Family,agent_functions/notes,Agent Functions/Notes,persistent_id,Persistent Id,n
agent_family,Family,agent_functions/notes,Agent Functions/Notes,ingest_problem,Ingest Problem,n
agent_family,Family,agent_functions/notes,Agent Functions/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_functions/notes,Agent Functions/Notes,xlink,Xlink,n
agent_family,Family,agent_functions/dates,Agent Functions/Dates,date_label,Date Label,if optional subrecord populated
agent_family,Family,agent_functions/dates,Agent Functions/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_family,Family,agent_functions/dates,Agent Functions/Dates,date_certainty,Date Certainty,n
agent_family,Family,agent_functions/dates,Agent Functions/Dates,date_era,Date Era,n
agent_family,Family,agent_functions/dates,Agent Functions/Dates,date_calendar,Date Calendar,n
agent_family,Family,agent_functions/dates/structured_date_single,Agent Functions/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_family,Family,agent_functions/dates/structured_date_single,Agent Functions/Dates/Structured Date Single,date_expression,Date Expression,n
agent_family,Family,agent_functions/dates/structured_date_single,Agent Functions/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_family,Family,agent_functions/dates/structured_date_single,Agent Functions/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_family,Family,agent_functions/dates/structured_date_range,Agent Functions/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_family,Family,agent_functions/dates/structured_date_range,Agent Functions/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_family,Family,agent_functions/dates/structured_date_range,Agent Functions/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_family,Family,agent_functions/dates/structured_date_range,Agent Functions/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_family,Family,agent_functions/dates/structured_date_range,Agent Functions/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_family,Family,agent_functions/dates/structured_date_range,Agent Functions/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_family,Family,agent_topics,Agent Topics,publish,Publish,n
agent_family,Family,agent_topics,Agent Topics,subjects,Subjects,n
agent_family,Family,agent_topics,Agent Topics,places,Places,n
agent_family,Family,agent_topics/dates,Agent Topics/Dates,date_label,Date Label,if optional subrecord populated
agent_family,Family,agent_topics/dates,Agent Topics/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_family,Family,agent_topics/dates,Agent Topics/Dates,date_certainty,Date Certainty,n
agent_family,Family,agent_topics/dates,Agent Topics/Dates,date_era,Date Era,n
agent_family,Family,agent_topics/dates,Agent Topics/Dates,date_calendar,Date Calendar,n
agent_family,Family,agent_topics/dates/structured_date_single,Agent Topics/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_family,Family,agent_topics/dates/structured_date_single,Agent Topics/Dates/Structured Date Single,date_expression,Date Expression,n
agent_family,Family,agent_topics/dates/structured_date_single,Agent Topics/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_family,Family,agent_topics/dates/structured_date_single,Agent Topics/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_family,Family,agent_topics/dates/structured_date_range,Agent Topics/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_family,Family,agent_topics/dates/structured_date_range,Agent Topics/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_family,Family,agent_topics/dates/structured_date_range,Agent Topics/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_family,Family,agent_topics/dates/structured_date_range,Agent Topics/Dates/Structured Date Range,end_date_expression,End Date Expression,n
agent_family,Family,agent_topics/dates/structured_date_range,Agent Topics/Dates/Structured Date Range,end_date_standardized,End Date Standardized,n
agent_family,Family,agent_topics/dates/structured_date_range,Agent Topics/Dates/Structured Date Range,end_date_standardized_type,End Date Standardized Type,n
agent_family,Family,agent_topics/notes,Agent Topics/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_topics/notes,Agent Topics/Notes,publish,Publish,n
agent_family,Family,agent_topics/notes,Agent Topics/Notes,label,Label,n
agent_family,Family,agent_topics/notes,Agent Topics/Notes,publish,Publish,n
agent_family,Family,agent_topics/notes,Agent Topics/Notes,persistent_id,Persistent Id,n
agent_family,Family,agent_topics/notes,Agent Topics/Notes,ingest_problem,Ingest Problem,n
agent_family,Family,agent_topics/notes,Agent Topics/Notes,content,Content,if optional subrecord populated
agent_family,Family,agent_topics/notes,Agent Topics/Notes,xlink,Xlink,n
agent_family,Family,agent_resources,Agent Resources,publish,Publish,n
agent_family,Family,agent_resources,Agent Resources,linked_agent_role,Linked Agent Role,if optional subrecord populated
agent_family,Family,agent_resources,Agent Resources,linked_resource,Linked Resource,if optional subrecord populated
agent_family,Family,agent_resources,Agent Resources,linked_resource_description,Linked Resource Description,n
agent_family,Family,agent_resources,Agent Resources,file_uri,File Uri,n
agent_family,Family,agent_resources,Agent Resources,file_version_xlink_actuate_attribute,File Version Xlink Actuate Attribute,n
agent_family,Family,agent_resources,Agent Resources,file_version_xlink_show_attribute,File Version Xlink Show Attribute,n
agent_family,Family,agent_resources,Agent Resources,xlink_title_attribute,Xlink Title Attribute,n
agent_family,Family,agent_resources,Agent Resources,xlink_role_attribute,Xlink Role Attribute,n
agent_family,Family,agent_resources,Agent Resources,xlink_arcrole_attribute,Xlink Arcrole Attribute,n
agent_family,Family,agent_resources,Agent Resources,last_verified_date,Last Verified Date,n
agent_family,Family,agent_resources,Agent Resources,places,Places,n
agent_family,Family,agent_resources/dates,Agent Resources/Dates,date_label,Date Label,if optional subrecord populated
agent_family,Family,agent_resources/dates,Agent Resources/Dates,date_type_structured,Date Type Structured,if optional subrecord populated
agent_family,Family,agent_resources/dates,Agent Resources/Dates,date_certainty,Date Certainty,n
agent_family,Family,agent_resources/dates,Agent Resources/Dates,date_era,Date Era,n
agent_family,Family,agent_resources/dates,Agent Resources/Dates,date_calendar,Date Calendar,n
agent_family,Family,agent_resources/dates/structured_date_single,Agent Resources/Dates/Structured Date Single,date_role,Date Role,if optional subrecord populated
agent_family,Family,agent_resources/dates/structured_date_single,Agent Resources/Dates/Structured Date Single,date_expression,Date Expression,n
agent_family,Family,agent_resources/dates/structured_date_single,Agent Resources/Dates/Structured Date Single,date_standardized,Date Standardized,n
agent_family,Family,agent_resources/dates/structured_date_single,Agent Resources/Dates/Structured Date Single,date_standardized_type,Date Standardized Type,n
agent_family,Family,agent_resources/dates/structured_date_range,Agent Resources/Dates/Structured Date Range,begin_date_expression,Begin Date Expression,n
agent_family,Family,agent_resources/dates/structured_date_range,Agent Resources/Dates/Structured Date Range,begin_date_standardized,Begin Date Standardized,n
agent_family,Family,agent_resources/dates/structured_date_range,Agent Resources/Dates/Structured Date Range,begin_date_standardized_type,Begin Date Standardized Type,n
agent_family,Family,agent_resources/dates/structured_date_range,Agent Resources/Dates/Structured Date Range,end_date_expression,End Date Expression,n
